Date,Open,High,Low,Close,Adj Close,Volume
2008-02-13,8598.250000,8805.549805,8564.650391,8748.750000,8748.750000,0
2008-02-14,8911.599609,9163.200195,8911.599609,9125.200195,9125.200195,0
2008-02-15,9059.200195,9403.700195,8951.099609,9380.049805,9380.049805,0
2008-02-18,9411.250000,9518.349609,9320.400391,9404.200195,9404.200195,0
2008-02-19,9438.200195,9538.700195,9384.950195,9423.450195,9423.450195,0
2008-02-20,9215.450195,9346.049805,9056.099609,9129.099609,9129.099609,0
2008-02-21,9143.799805,9260.099609,8768.150391,8946.200195,8946.200195,0
2008-02-22,8922.150391,8922.150391,8642.000000,8685.099609,8685.099609,0
2008-02-25,8715.799805,8756.000000,8399.200195,8666.500000,8666.500000,0
2008-02-26,8704.349609,8810.150391,8691.099609,8742.250000,8742.250000,0
2008-02-27,8808.650391,8903.450195,8676.000000,8719.599609,8719.599609,0
2008-02-28,8683.849609,8757.150391,8496.799805,8608.250000,8608.250000,0
2008-02-29,8535.849609,8758.549805,8248.750000,8688.349609,8688.349609,0
2008-03-03,8460.599609,8460.599609,8004.700195,8047.450195,8047.450195,0
2008-03-04,8032.950195,8101.000000,7587.600098,7736.600098,7736.600098,0
2008-03-05,7696.799805,7734.899902,7519.100098,7588.350098,7588.350098,0
2008-03-07,7474.299805,7474.299805,7064.500000,7268.149902,7268.149902,0
2008-03-10,7163.500000,7375.200195,6945.500000,7272.500000,7272.500000,0
2008-03-11,7186.100098,7481.750000,7124.600098,7356.399902,7356.399902,0
2008-03-12,7533.500000,7705.649902,7289.049805,7341.549805,7341.549805,0
2008-03-13,7226.799805,7226.799805,6840.649902,6914.649902,6914.649902,0
2008-03-14,6914.149902,7124.950195,6880.000000,7106.000000,7106.000000,0
2008-03-17,6956.000000,6956.000000,6493.049805,6556.200195,6556.200195,0
2008-03-18,6493.350098,6611.149902,6335.000000,6472.799805,6472.799805,0
2008-03-19,6718.299805,6849.899902,6379.200195,6456.549805,6456.549805,0
2008-03-24,6461.649902,6691.049805,6456.799805,6634.600098,6634.600098,0
2008-03-25,6804.250000,7188.500000,6804.250000,7147.149902,7147.149902,0
2008-03-26,7151.649902,7230.799805,7078.049805,7120.899902,7120.899902,0
2008-03-27,7075.899902,7105.700195,6941.049805,6969.299805,6969.299805,0
2008-03-28,7022.049805,7079.149902,6751.899902,7037.850098,7037.850098,0
2008-03-31,6970.549805,6970.549805,6606.049805,6655.000000,6655.000000,0
2008-04-01,6706.700195,6727.250000,6446.700195,6608.100098,6608.100098,0
2008-04-02,6690.799805,6949.450195,6690.799805,6772.700195,6772.700195,0
2008-04-03,6769.899902,6836.100098,6697.000000,6746.100098,6746.100098,0
2008-04-04,6754.049805,6766.299805,6502.000000,6545.149902,6545.149902,0
2008-04-07,6485.399902,6857.549805,6485.399902,6832.399902,6832.399902,0
2008-04-08,6843.000000,6959.750000,6750.399902,6862.700195,6862.700195,0
2008-04-09,6839.250000,7094.850098,6805.399902,7059.549805,7059.549805,0
2008-04-10,7090.600098,7090.600098,6853.500000,6872.850098,6872.850098,0
2008-04-11,6935.799805,6960.200195,6817.549805,6838.450195,6838.450195,0
2008-04-15,6773.299805,6970.850098,6687.899902,6916.750000,6916.750000,0
2008-04-16,6979.850098,7052.600098,6927.899902,6951.899902,6951.899902,0
2008-04-17,7045.399902,7213.799805,7030.450195,7165.049805,7165.049805,0
2008-04-21,7174.450195,7451.899902,7117.649902,7425.450195,7425.450195,0
2008-04-22,7402.799805,7542.250000,7383.700195,7520.899902,7520.899902,0
2008-04-23,7518.799805,7532.450195,7298.950195,7378.049805,7378.049805,0
2008-04-24,7408.350098,7446.750000,7362.600098,7391.899902,7391.899902,0
2008-04-25,7409.500000,7651.399902,7409.500000,7616.299805,7616.299805,0
2008-04-28,7643.350098,7706.600098,7567.850098,7590.049805,7590.049805,0
2008-04-29,7580.049805,7815.899902,7570.450195,7737.450195,7737.450195,0
2008-04-30,7765.250000,7804.200195,7575.450195,7629.000000,7629.000000,0
2008-05-02,7774.100098,7900.850098,7774.100098,7871.899902,7871.899902,0
2008-05-05,7879.649902,7990.450195,7819.899902,7851.500000,7851.500000,0
2008-05-06,7842.899902,7871.299805,7751.850098,7814.549805,7814.549805,0
2008-05-07,7787.850098,7802.250000,7661.350098,7743.600098,7743.600098,0
2008-05-08,7671.850098,7671.850098,7502.100098,7518.799805,7518.799805,0
2008-05-09,7530.899902,7540.600098,7267.899902,7299.000000,7299.000000,0
2008-05-12,7274.700195,7359.600098,7140.100098,7330.549805,7330.549805,0
2008-05-13,7384.799805,7471.450195,7295.799805,7340.950195,7340.950195,0
2008-05-14,7288.250000,7358.750000,7276.500000,7324.850098,7324.850098,0
2008-05-15,7325.149902,7524.700195,7325.149902,7508.149902,7508.149902,0
2008-05-16,7559.149902,7666.899902,7559.149902,7644.600098,7644.600098,0
2008-05-20,7616.850098,7616.850098,7405.500000,7459.200195,7459.200195,0
2008-05-21,7425.350098,7425.350098,7299.049805,7374.250000,7374.250000,0
2008-05-22,7283.600098,7288.649902,7132.299805,7147.299805,7147.299805,0
2008-05-23,7170.399902,7220.600098,6994.899902,7009.049805,7009.049805,0
2008-05-26,6899.899902,6925.399902,6745.500000,6767.450195,6767.450195,0
2008-05-27,6832.450195,6850.350098,6573.799805,6593.950195,6593.950195,0
2008-05-28,6595.049805,6837.399902,6557.649902,6780.899902,6780.899902,0
2008-05-29,6826.500000,6847.899902,6526.500000,6576.750000,6576.750000,0
2008-05-30,6608.600098,6651.500000,6502.450195,6584.350098,6584.350098,0
2008-06-02,6577.299805,6677.149902,6306.250000,6347.149902,6347.149902,0
2008-06-03,6265.649902,6338.500000,6190.600098,6301.200195,6301.200195,0
2008-06-04,6311.250000,6350.950195,6075.049805,6113.649902,6113.649902,0
2008-06-05,6151.350098,6238.799805,5974.100098,6211.799805,6211.799805,0
2008-06-06,6205.549805,6308.700195,6113.850098,6140.049805,6140.049805,0
2008-06-09,5960.899902,5987.750000,5803.000000,5949.200195,5949.200195,0
2008-06-10,5910.299805,5949.600098,5702.500000,5814.350098,5814.350098,0
2008-06-11,5857.549805,5988.600098,5853.750000,5971.250000,5971.250000,0
2008-06-12,5796.649902,6024.100098,5703.100098,5999.350098,5999.350098,0
2008-06-13,5976.500000,6092.299805,5962.450195,5993.149902,5993.149902,0
2008-06-16,6030.600098,6171.799805,6030.600098,6127.750000,6127.750000,0
2008-06-17,6127.250000,6437.000000,6119.299805,6425.649902,6425.649902,0
2008-06-18,6441.500000,6455.200195,6182.350098,6200.549805,6200.549805,0
2008-06-19,6159.350098,6159.350098,5933.899902,5957.250000,5957.250000,0
2008-06-20,6003.299805,6009.399902,5731.250000,5758.600098,5758.600098,0
2008-06-23,5686.549805,5737.049805,5555.450195,5593.750000,5593.750000,0
2008-06-24,5644.149902,5693.649902,5441.649902,5489.850098,5489.850098,0
2008-06-25,5382.299805,5521.149902,5282.850098,5480.700195,5480.700195,0
2008-06-26,5536.149902,5600.299805,5425.750000,5512.149902,5512.149902,0
2008-06-27,5343.899902,5343.899902,5183.200195,5210.899902,5210.899902,0
2008-06-30,5214.100098,5214.100098,4996.850098,5027.049805,5027.049805,0
2008-07-01,5042.100098,5063.200195,4684.049805,4732.850098,4732.850098,0
2008-07-02,4725.000000,5077.100098,4633.950195,5025.750000,5025.750000,0
2008-07-03,4993.500000,4993.500000,4721.750000,4851.350098,4851.350098,0
2008-07-04,4834.000000,5037.100098,4796.299805,4990.899902,4990.899902,0
2008-07-07,5009.100098,5241.399902,5009.100098,5075.600098,5075.600098,0
2008-07-08,4951.549805,5174.450195,4843.600098,5106.799805,5106.799805,0
2008-07-09,5214.600098,5387.000000,5214.600098,5341.450195,5341.450195,0
2008-07-10,5251.450195,5363.549805,5210.049805,5339.000000,5339.000000,0
2008-07-11,5361.399902,5404.649902,5175.049805,5240.700195,5240.700195,0
2008-07-14,5179.950195,5322.200195,5123.149902,5207.750000,5207.750000,0
2008-07-15,5124.850098,5124.850098,4790.000000,4838.950195,4838.950195,0
2008-07-16,4837.600098,4928.350098,4676.450195,4726.450195,4726.450195,0
2008-07-17,4906.350098,5066.450195,4872.450195,5034.750000,5034.750000,0
2008-07-18,5109.299805,5418.399902,5103.200195,5389.149902,5389.149902,0
2008-07-21,5448.200195,5614.850098,5406.299805,5601.500000,5601.500000,0
2008-07-22,5594.799805,5859.000000,5573.049805,5793.700195,5793.700195,0
2008-07-23,6033.049805,6369.600098,6033.049805,6343.149902,6343.149902,0
2008-07-24,6445.299805,6468.399902,6103.100098,6213.600098,6213.600098,0
2008-07-25,6044.600098,6046.899902,5881.750000,5917.250000,5917.250000,0
2008-07-28,5900.299805,5987.200195,5842.700195,5919.149902,5919.149902,0
2008-07-29,5767.000000,5817.000000,5394.950195,5422.149902,5422.149902,0
2008-07-30,5522.750000,5737.950195,5522.750000,5719.450195,5719.450195,0
2008-07-31,5762.399902,5762.399902,5573.600098,5730.049805,5730.049805,0
2008-08-01,5655.350098,5989.450195,5546.899902,5961.899902,5961.899902,0
2008-08-04,5932.450195,6089.600098,5905.700195,5992.399902,5992.399902,0
2008-08-05,5888.850098,6412.149902,5888.850098,6371.700195,6371.700195,0
2008-08-06,6544.750000,6725.700195,6300.500000,6328.200195,6328.200195,0
2008-08-07,6281.500000,6442.549805,6281.500000,6363.149902,6363.149902,0
2008-08-08,6295.700195,6488.250000,6179.049805,6447.500000,6447.500000,0
2008-08-11,6574.500000,6743.649902,6574.500000,6723.200195,6723.200195,0
2008-08-12,6650.200195,6754.450195,6433.799805,6490.799805,6490.799805,0
2008-08-13,6403.850098,6483.200195,6318.049805,6370.750000,6370.750000,0
2008-08-14,6305.100098,6305.100098,6010.049805,6030.049805,6030.049805,0
2008-08-18,5999.149902,6114.149902,5940.799805,6015.049805,6015.049805,0
2008-08-19,5928.950195,6027.899902,5874.100098,5992.399902,5992.399902,0
2008-08-20,6039.899902,6090.649902,5985.549805,6026.299805,6026.299805,0
2008-08-21,6001.649902,6002.200195,5692.649902,5711.549805,5711.549805,0
2008-08-22,5671.600098,5803.600098,5649.899902,5776.049805,5776.049805,0
2008-08-25,5897.200195,5995.600098,5842.299805,5860.799805,5860.799805,0
2008-08-26,5801.100098,5957.149902,5770.899902,5943.200195,5943.200195,0
2008-08-27,5978.899902,5987.350098,5809.299805,5823.549805,5823.549805,0
2008-08-28,5817.799805,5848.500000,5686.600098,5721.149902,5721.149902,0
2008-08-29,5828.000000,6112.250000,5828.000000,6102.049805,6102.049805,0
2008-09-01,6070.899902,6178.299805,5941.450195,6128.850098,6128.850098,0
2008-09-02,6139.450195,6624.000000,6139.450195,6508.899902,6508.899902,0
2008-09-04,6439.850098,6528.500000,6324.250000,6494.649902,6494.649902,0
2008-09-05,6318.250000,6388.700195,6259.149902,6288.600098,6288.600098,0
2008-09-08,6608.000000,6631.950195,6522.049805,6538.850098,6538.850098,0
2008-09-09,6469.950195,6506.350098,6400.149902,6441.350098,6441.350098,0
2008-09-10,6401.399902,6485.299805,6328.649902,6427.549805,6427.549805,0
2008-09-11,6342.799805,6431.950195,6246.549805,6332.250000,6332.250000,0
2008-09-12,6405.649902,6414.350098,6168.799805,6194.149902,6194.149902,0
2008-09-15,6006.700195,6031.399902,5758.450195,5997.649902,5997.649902,0
2008-09-16,5783.700195,6168.899902,5754.350098,6132.950195,6132.950195,0
2008-09-17,6169.950195,6169.950195,5785.899902,5912.500000,5912.500000,0
2008-09-18,5692.649902,6101.799805,5551.700195,6077.200195,6077.200195,0
2008-09-19,6281.549805,6357.200195,6141.450195,6312.049805,6312.049805,0
2008-09-22,6396.200195,6396.200195,6256.950195,6303.899902,6303.899902,0
2008-09-23,6147.500000,6258.850098,6009.149902,6033.350098,6033.350098,0
2008-09-24,6091.649902,6203.200195,6059.200195,6109.649902,6109.649902,0
2008-09-25,6131.549805,6146.450195,5969.700195,6080.200195,6080.200195,0
2008-09-26,6070.600098,6070.600098,5797.500000,5828.600098,5828.600098,0
2008-09-29,5863.049805,5863.049805,5432.200195,5538.750000,5538.750000,0
2008-09-30,5447.649902,5875.250000,5296.600098,5803.549805,5803.549805,0
2008-10-01,5875.549805,6040.149902,5671.700195,5982.399902,5982.399902,0
2008-10-03,5920.700195,6017.299805,5761.500000,5793.350098,5793.350098,0
2008-10-06,5702.850098,5704.250000,5522.850098,5560.549805,5560.549805,0
2008-10-07,5713.250000,5798.899902,5376.100098,5457.549805,5457.549805,0
2008-10-08,5336.000000,5336.000000,4918.299805,5222.600098,5222.600098,0
2008-10-10,4890.000000,5112.250000,4662.200195,4938.000000,4938.000000,0
2008-10-13,5034.649902,5557.049805,5034.649902,5496.750000,5496.750000,0
2008-10-14,5694.149902,5799.000000,5521.299805,5578.399902,5578.399902,0
2008-10-15,5452.450195,5551.200195,5348.799805,5425.250000,5425.250000,0
2008-10-16,5222.000000,5565.350098,5145.799805,5481.649902,5481.649902,0
2008-10-17,5557.950195,5591.399902,5113.450195,5183.549805,5183.549805,0
2008-10-20,5237.600098,5477.450195,5113.149902,5284.200195,5284.200195,0
2008-10-21,5373.649902,5478.399902,5296.799805,5414.500000,5414.500000,0
2008-10-22,5339.250000,5364.100098,5075.799805,5095.750000,5095.750000,0
2008-10-23,4904.549805,5189.899902,4880.600098,4932.399902,4932.399902,0
2008-10-24,4769.700195,4796.649902,4229.649902,4310.049805,4310.049805,0
2008-10-27,4280.549805,4286.399902,3799.350098,4092.899902,4092.899902,0
2008-10-29,4451.700195,4459.399902,4236.000000,4280.450195,4280.450195,0
2008-10-31,4364.350098,4621.649902,4364.350098,4521.700195,4521.700195,0
2008-11-03,4791.799805,4902.200195,4779.600098,4875.700195,4875.700195,0
2008-11-04,4884.299805,5254.600098,4807.100098,5220.700195,5220.700195,0
2008-11-05,5355.450195,5431.899902,5078.149902,5121.299805,5121.299805,0
2008-11-06,4949.750000,5137.399902,4873.450195,4940.000000,4940.000000,0
2008-11-07,4894.250000,5097.399902,4804.500000,5043.549805,5043.549805,0
2008-11-10,5097.850098,5274.850098,5086.049805,5261.149902,5261.149902,0
2008-11-11,5207.799805,5207.799805,4921.950195,4945.700195,4945.700195,0
2008-11-12,4875.100098,4970.350098,4685.850098,4748.149902,4748.149902,0
2008-11-14,4866.500000,4926.399902,4668.049805,4719.399902,4719.399902,0
2008-11-17,4736.250000,4736.250000,4364.350098,4545.299805,4545.299805,0
2008-11-18,4474.500000,4474.500000,4285.000000,4346.750000,4346.750000,0
2008-11-19,4366.000000,4520.649902,4213.500000,4233.700195,4233.700195,0
2008-11-20,4078.100098,4181.700195,3972.149902,4086.899902,4086.899902,0
2008-11-21,4083.500000,4376.899902,4052.100098,4300.700195,4300.700195,0
2008-11-24,4274.299805,4355.600098,4095.949951,4164.750000,4164.750000,0
2008-11-25,4289.399902,4328.700195,4032.550049,4053.199951,4053.199951,0
2008-11-26,4086.500000,4298.350098,4005.350098,4267.899902,4267.899902,0
2008-11-27,null,null,null,null,null,null
2008-11-28,4148.750000,4313.250000,4148.750000,4291.149902,4291.149902,0
2008-12-01,4317.799805,4441.200195,4107.700195,4124.299805,4124.299805,0
2008-12-02,3989.000000,4123.250000,3919.000000,4099.299805,4099.299805,0
2008-12-03,4161.950195,4245.500000,4068.300049,4220.350098,4220.350098,0
2008-12-04,4224.950195,4460.750000,4224.950195,4446.649902,4446.649902,0
2008-12-05,4442.950195,4611.450195,4308.549805,4357.000000,4357.000000,0
2008-12-08,4502.049805,4599.500000,4407.200195,4429.850098,4429.850098,0
2008-12-10,4517.649902,4573.000000,4423.450195,4550.750000,4550.750000,0
2008-12-11,4557.049805,4681.100098,4485.200195,4597.149902,4597.149902,0
2008-12-12,4502.549805,4687.500000,4411.600098,4655.299805,4655.299805,0
2008-12-15,4714.950195,4832.649902,4685.399902,4707.500000,4707.500000,0
2008-12-16,4698.500000,4836.500000,4677.299805,4820.649902,4820.649902,0
2008-12-17,4868.500000,4929.549805,4769.799805,4789.649902,4789.649902,0
2008-12-18,4785.200195,5142.899902,4782.600098,5122.950195,5122.950195,0
2008-12-19,5091.149902,5226.850098,5069.549805,5144.149902,5144.149902,0
2008-12-22,5119.250000,5213.299805,5010.250000,5036.500000,5036.500000,0
2008-12-23,4986.549805,5019.000000,4817.500000,4858.350098,4858.350098,0
2008-12-24,4824.950195,4962.100098,4793.700195,4930.250000,4930.250000,0
2008-12-26,4964.350098,5041.000000,4770.200195,4789.450195,4789.450195,0
2008-12-29,4774.700195,4969.100098,4684.799805,4953.950195,4953.950195,0
2008-12-30,4988.399902,5112.950195,4928.450195,5062.200195,5062.200195,0
2008-12-31,5094.350098,5119.350098,4981.250000,5001.549805,5001.549805,0
2009-01-02,5154.200195,5258.649902,5103.600098,5195.100098,5195.100098,0
2009-01-05,5273.450195,5371.100098,5273.450195,5359.399902,5359.399902,0
2009-01-06,5333.500000,5448.799805,5276.399902,5395.299805,5395.299805,0
2009-01-07,5416.350098,5440.549805,4954.000000,4984.549805,4984.549805,0
2009-01-09,4891.799805,5056.950195,4840.000000,4906.700195,4906.700195,0
2009-01-12,4862.000000,4881.500000,4612.750000,4698.000000,4698.000000,0
2009-01-13,4700.250000,4764.149902,4605.649902,4661.700195,4661.700195,0
2009-01-14,4684.299805,4819.500000,4682.100098,4751.100098,4751.100098,0
2009-01-15,4598.399902,4598.399902,4442.700195,4484.649902,4484.649902,0
2009-01-16,4528.899902,4596.850098,4520.899902,4581.250000,4581.250000,0
2009-01-19,4585.700195,4622.000000,4519.850098,4542.250000,4542.250000,0
2009-01-20,4495.000000,4495.000000,4363.950195,4402.350098,4402.350098,0
2009-01-21,4347.600098,4365.049805,4230.750000,4252.299805,4252.299805,0
2009-01-22,4326.250000,4339.549805,4216.950195,4289.799805,4289.799805,0
2009-01-23,4270.700195,4338.549805,4049.899902,4082.149902,4082.149902,0
2009-01-27,4167.649902,4212.350098,4111.299805,4199.549805,4199.549805,0
2009-01-28,4220.500000,4355.700195,4206.350098,4340.100098,4340.100098,0
2009-01-29,4345.450195,4487.850098,4336.950195,4362.049805,4362.049805,0
2009-01-30,4289.649902,4472.799805,4285.200195,4456.549805,4456.549805,0
2009-02-02,4403.899902,4405.350098,4223.750000,4238.149902,4238.149902,0
2009-02-03,4266.049805,4332.750000,4191.100098,4253.799805,4253.799805,0
2009-02-04,4296.299805,4352.049805,4238.600098,4251.200195,4251.200195,0
2009-02-05,4278.500000,4284.649902,4202.399902,4235.350098,4235.350098,0
2009-02-06,4275.649902,4350.200195,4275.649902,4334.149902,4334.149902,0
2009-02-09,4365.549805,4469.649902,4365.549805,4459.500000,4459.500000,0
2009-02-10,4475.149902,4596.600098,4455.500000,4515.799805,4515.799805,0
2009-02-11,4425.299805,4522.799805,4403.299805,4504.299805,4504.299805,0
2009-02-12,4476.049805,4530.000000,4456.850098,4468.350098,4468.350098,0
2009-02-13,4511.350098,4602.149902,4511.350098,4565.850098,4565.850098,0
2009-02-16,4538.600098,4551.750000,4333.899902,4351.450195,4351.450195,0
2009-02-17,4303.399902,4303.399902,4145.049805,4164.299805,4164.299805,0
2009-02-18,4101.350098,4180.549805,4039.399902,4077.300049,4077.300049,0
2009-02-19,4075.850098,4157.500000,4036.800049,4059.149902,4059.149902,0
2009-02-20,4013.850098,4013.850098,3912.350098,3934.399902,3934.399902,0
2009-02-24,3923.850098,3923.850098,3794.899902,3878.600098,3878.600098,0
2009-02-25,3929.850098,3976.050049,3899.550049,3911.699951,3911.699951,0
2009-02-26,3896.050049,3907.949951,3781.899902,3834.899902,3834.899902,0
2009-02-27,3823.250000,3905.449951,3758.399902,3892.399902,3892.399902,0
2009-03-02,3831.250000,3831.250000,3702.000000,3718.350098,3718.350098,0
2009-03-03,3682.100098,3750.500000,3621.899902,3636.850098,3636.850098,0
